Purchase_Frequency,Average_Order_Value,Anomaly
7,196.29,1
19,34.16,-1
1,67.49,1
16,121.71,1
16,178.87,1
3,121.43,1
8,132.47,1
11,63.2,1
2,124.35,1
5,100.79,1
9,194.72,1
11,194.76,1
18,43.2,1
8,166.34,1
16,125.93,1
4,114.85,1
8,63.73,1
3,125.61,1
9,142.18,1
13,143.62,1
12,141.28,1
6,50.83,1
14,132.87,1
4,77.15,1
15,144.87,1
3,48.36,1
1,147.32,1
10,61.65,1
19,27.95,-1
19,95.92,1
16,133.24,1
5,174.23,1
1,28.76,-1
18,96.02,1
3,130.49,1
12,152.58,1
5,119.57,1
7,124.46,1
6,125.01,1
16,126.54,1
12,197.02,1
7,130.33,1
1,55.45,1
8,55.62,1
9,177.15,1
9,59.26,1
4,130.82,1
15,67.9,1
14,140.2,1
6,147.72,1
17,151.11,1
9,71.57,1
12,78.6,1
7,136.85,1
9,186.09,1
17,53.9,1
5,51.43,1
9,41.57,1
9,82.45,1
12,122.53,1
10,38.08,1
19,132.31,1
17,124.15,1
13,131.71,1
18,102.97,1
18,71.72,1
12,134.07,1
18,123.37,1
12,22.92,1
5,103.78,1
19,193.08,-1
11,178.94,1
4,185.34,1
3,66.29,1
13,43.29,1
15,183.45,1
4,174.88,1
1,56.87,1
9,103.25,1
9,193.69,1
1,170.01,1
16,167.65,1
16,46.3,1
5,121.83,1
14,29.36,1
4,164.11,1
4,129.73,1
4,77.11,1
17,108.63,1
19,183.02,-1
14,108.96,1
6,113.76,1
19,107.66,1
3,91.73,1
18,46.07,1
14,175.74,1
15,41.44,1
7,79.02,1
12,156.8,1
1,117.25,1
8,177.46,1
14,113.79,1
1,175.38,-1
5,165.36,1
9,135.37,1
15,43.47,1
6,43.5,1
18,97.73,1
3,154.53,1
10,39.8,1
6,101.49,1
15,78.1,1
1,142.7,1
12,136.42,1
3,94.65,1
14,197.68,1
13,139.39,1
4,181.41,1
4,145.28,1
12,32.7,1
16,52.91,1
4,181.72,1
18,162.77,1
15,167.84,1
11,30.58,1
3,51.82,1
14,127.4,1
6,79.9,1
13,131.1,1
9,98.26,1
7,154.89,1
1,185.49,-1
6,46.24,1
8,59.05,1
8,111.04,1
15,191.06,1
14,88.07,1
10,140.49,1
11,115.49,1
5,121.91,1
7,136.88,1
3,120.72,1
18,184.59,1
18,112.59,1
13,150.88,1
13,164.95,1
13,150.48,1
5,132.83,1
6,144.04,1
4,105.13,1
2,57.17,1
7,80.32,1
11,189.25,1
10,37.19,1
1,63.76,1
13,195.39,1
2,174.6,1
3,143.15,1
14,86.69,1
7,28.87,1
2,94.06,1
10,114.99,1
10,149.57,1
12,145.11,1
6,194.56,1
3,67.72,1
13,169.49,1
12,164.1,1
13,28.88,1
10,54.85,1
11,64.12,1
6,122.91,1
10,129.08,1
18,39.24,1
3,69.48,1
14,31.1,1
1,130.47,1
14,177.9,1
9,64.24,1
6,99.99,1
14,155.49,1
15,168.43,1
16,22.81,1
15,112.13,1
7,49.04,1
18,189.32,1
8,159.83,1
5,45.41,1
11,153.57,1
8,136.83,1
15,148.73,1
4,52.15,1
5,21.2,-1
16,29.9,1
12,91.57,1
16,170.06,1
5,128.12,1
4,168.01,1
4,80.08,1
17,21.78,1
3,141.34,1
5,84.28,1
7,139.74,1
4,27.64,1
13,133.59,1
2,172.58,1
10,132.65,1
17,192.32,1
1,59.5,1
11,139.07,1
15,119.52,1
8,93.02,1
8,85.63,1
2,186.41,1
19,42.99,1
7,106.33,1
17,172.38,1
15,45.38,1
17,33.43,1
5,183.68,1
17,93.75,1
6,67.37,1
3,67.06,1
5,149.19,1
14,40.15,1
15,23.06,1
18,185.73,1
12,187.55,1
8,122.07,1
14,73.08,1
11,32.8,1
10,35.45,1
11,97.47,1
15,48.08,1
12,131.57,1
9,160.87,1
16,78.69,1
18,138.29,1
10,93.17,1
17,35.38,1
3,106.48,1
6,148.07,1
13,169.75,1
3,76.16,1
4,23.08,1
9,31.47,1
10,69.8,1
15,94.05,1
8,172.66,1
10,137.05,1
1,171.12,1
10,173.97,1
3,194.78,1
18,100.24,1
11,58.0,1
2,58.28,1
13,115.96,1
13,176.56,1
17,109.54,1
14,31.78,1
19,180.83,1
9,179.32,1
8,22.85,1
18,55.56,1
4,27.41,1
17,102.13,1
17,78.01,1
17,163.24,1
12,80.88,1
6,60.68,1
13,34.0,1
15,189.86,1
9,31.9,1
6,156.39,1
6,122.27,1
10,110.08,1
11,132.2,1
4,58.9,1
6,131.59,1
1,41.5,1
11,144.66,1
9,28.15,1
18,182.64,1
19,171.04,1
11,172.09,1
5,51.33,1
5,104.79,1
9,73.92,1
6,70.69,1
3,145.14,1
6,168.18,1
18,72.31,1
2,43.53,1
17,45.9,1
3,86.83,1
4,72.33,1
10,121.05,1
10,73.17,1
3,32.67,1
14,86.14,1
1,197.2,-1
19,189.85,-1
9,21.18,-1
6,138.41,1
11,159.53,1
2,197.17,-1
17,126.23,1
12,44.98,1
7,107.02,1
11,91.62,1
10,77.3,1
12,46.18,1
16,55.72,1
18,66.87,1
5,172.32,1
4,125.03,1
17,168.48,1
9,143.16,1
12,154.47,1
8,69.1,1
11,81.02,1
8,59.72,1
18,45.65,1
17,30.09,1
14,145.96,1
2,114.65,1
4,167.32,1
16,79.82,1
7,28.27,1
10,169.32,1
16,170.82,1
1,180.52,-1
10,152.23,1
5,59.6,1
3,52.3,1
11,80.41,1
18,195.88,-1
15,43.73,1
13,46.95,1
10,60.74,1
9,76.93,1
15,181.98,1
5,122.5,1
13,191.38,1
8,199.82,1
6,196.26,1
9,190.13,1
13,91.74,1
11,162.4,1
10,45.55,1
7,172.65,1
1,199.75,-1
10,76.85,1
12,168.75,1
10,161.03,1
10,96.02,1
7,102.47,1
5,190.99,1
2,45.7,1
1,191.23,-1
6,168.79,1
9,48.78,1
5,63.86,1
8,160.13,1
7,164.11,1
15,111.08,1
19,66.68,1
8,164.64,1
7,71.02,1
14,83.33,1
4,123.61,1
16,25.96,1
9,129.07,1
4,193.9,1
16,152.68,1
4,49.45,1
7,150.7,1
13,42.08,1
1,178.81,-1
19,97.78,1
7,120.45,1
13,170.81,1
18,139.99,1
18,145.04,1
9,50.5,1
16,162.42,1
10,165.09,1
12,109.24,1
4,23.39,1
18,88.93,1
1,29.86,-1
7,130.78,1
3,143.62,1
19,133.43,1
14,130.18,1
13,177.85,1
15,32.52,1
12,170.22,1
3,164.29,1
13,172.35,1
8,137.44,1
1,120.05,1
10,191.36,1
13,46.66,1
14,62.57,1
15,191.7,1
8,30.28,1
6,30.88,1
5,42.43,1
6,148.69,1
8,103.38,1
17,127.39,1
2,169.73,1
13,108.17,1
3,49.62,1
13,69.17,1
3,170.28,1
14,137.27,1
14,133.65,1
2,141.93,1
11,75.63,1
14,167.47,1
4,94.77,1
10,124.23,1
9,174.84,1
7,144.49,1
2,63.31,1
15,185.59,1
18,51.83,1
11,125.71,1
10,156.33,1
16,48.2,1
4,102.54,1
6,163.08,1
10,160.46,1
3,51.94,1
12,116.99,1
19,141.99,1
7,175.34,1
8,147.7,1
2,156.01,1
5,171.78,1
15,65.59,1
4,122.41,1
12,188.62,1
9,120.52,1
10,69.12,1
15,21.13,-1
2,61.41,1
5,56.18,1
16,160.68,1
13,65.76,1
19,40.46,1
15,33.71,1
13,131.51,1
12,157.7,1
15,79.2,1
19,109.64,1
4,62.04,1
1,68.82,1
3,149.84,1
4,196.32,1
5,81.38,1
4,75.71,1
1,30.22,-1
5,41.29,1
5,100.97,1
11,32.61,1
15,130.58,1
1,62.29,1
6,108.59,1
11,181.4,1
11,179.16,1
1,164.76,1
10,30.51,1
10,93.58,1
2,24.07,-1
1,136.62,1
3,144.43,1
15,59.56,1
12,52.49,1
17,192.42,1
11,44.77,1
15,185.79,1
18,22.87,-1
2,145.94,1
19,173.0,1
13,77.32,1
2,148.07,1
1,91.61,1
9,44.44,1
18,25.61,1
10,92.31,1
5,187.62,1
13,162.19,1
12,54.51,1
10,37.63,1
7,46.95,1
16,143.64,1
2,138.48,1
6,36.16,1
13,159.96,1
12,130.76,1
1,115.43,1
3,134.26,1
9,130.04,1
17,126.89,1
18,133.59,1
2,137.56,1
12,197.79,1
4,74.18,1
15,78.94,1
17,183.97,1
13,68.9,1
13,86.04,1
11,44.61,1
12,110.84,1
12,49.49,1
19,182.26,1
13,59.29,1
13,104.33,1
1,133.58,1
3,89.75,1
14,33.71,1
10,91.58,1
19,88.24,1
4,23.32,1
8,24.66,1
9,181.7,1
9,31.32,1
16,28.46,1
12,194.76,1
15,103.83,1
7,182.27,1
1,51.54,1
5,154.71,1
18,92.05,1
5,43.26,1
3,176.98,1
8,69.31,1
7,121.39,1
9,77.68,1
17,93.47,1
13,111.2,1
1,119.36,1
18,72.1,1
8,82.56,1
2,162.61,1
5,51.39,1
13,177.83,1
13,42.76,1
9,79.14,1
5,138.07,1
3,147.9,1
2,43.55,1
6,137.98,1
2,192.82,-1
14,101.98,1
2,161.99,1
4,124.46,1
6,129.41,1
10,72.47,1
6,59.37,1
11,54.17,1
14,118.21,1
15,187.61,1
14,133.08,1
13,158.66,1
10,57.25,1
18,180.25,1
1,49.39,1
14,171.4,1
18,189.37,1
8,168.96,1
12,42.64,1
5,181.39,1
16,55.47,1
19,125.89,1
6,43.91,1
16,170.79,1
13,134.16,1
8,36.75,1
9,167.66,1
15,151.89,1
2,133.61,1
3,148.59,1
6,65.33,1
14,169.59,1
13,167.66,1
15,73.29,1
14,194.61,1
16,176.95,1
15,123.48,1
1,160.88,1
13,123.1,1
17,49.9,1
6,116.82,1
11,80.75,1
11,39.58,1
7,110.06,1
19,70.94,1
17,199.49,-1
14,69.85,1
2,26.05,-1
13,70.03,1
10,83.36,1
14,142.42,1
13,184.17,1
16,187.14,1
3,74.78,1
15,53.48,1
8,30.47,1
3,183.83,1
6,67.52,1
5,163.18,1
2,120.42,1
4,92.74,1
9,199.88,1
8,57.99,1
11,55.69,1
18,89.43,1
19,150.28,1
15,80.72,1
2,79.11,1
10,63.23,1
17,191.15,1
7,119.61,1
9,125.25,1
10,146.73,1
14,67.72,1
13,175.68,1
19,187.03,-1
6,187.22,1
9,99.59,1
2,119.88,1
10,123.62,1
5,40.88,1
18,69.89,1
18,159.33,1
1,56.42,1
6,83.64,1
13,69.95,1
3,162.94,1
15,115.78,1
2,114.01,1
16,33.52,1
13,164.44,1
11,173.55,1
5,30.72,1
18,125.2,1
16,122.15,1
18,99.91,1
15,170.79,1
3,82.32,1
18,165.98,1
3,164.85,1
4,163.08,1
11,78.89,1
5,117.93,1
2,149.55,1
19,37.55,-1
5,85.17,1
14,182.5,1
18,55.13,1
9,177.78,1
19,175.98,1
17,133.94,1
3,23.63,-1
19,71.3,1
2,46.07,1
16,70.76,1
5,27.87,1
12,135.36,1
11,25.68,1
7,74.68,1
15,155.16,1
19,126.62,1
14,63.97,1
5,153.4,1
7,100.66,1
18,78.51,1
12,197.0,1
11,173.31,1
12,73.88,1
8,31.46,1
19,139.65,1
5,139.87,1
7,131.33,1
9,175.39,1
5,144.35,1
6,21.58,-1
12,172.78,1
13,166.23,1
19,63.87,1
10,119.51,1
19,72.0,1
4,43.69,1
8,113.49,1
9,196.32,1
19,49.54,1
13,149.22,1
2,110.59,1
5,175.13,1
11,166.28,1
1,161.43,1
4,102.74,1
5,141.23,1
1,105.41,1
8,53.92,1
2,94.91,1
6,42.15,1
1,31.52,-1
2,53.62,1
6,165.48,1
10,93.47,1
6,120.21,1
17,160.69,1
5,86.18,1
6,181.07,1
3,114.01,1
8,179.05,1
1,125.06,1
12,173.65,1
17,128.59,1
5,34.4,1
10,37.19,1
2,82.18,1
1,152.06,1
19,80.79,1
7,57.83,1
8,85.64,1
14,98.55,1
4,192.53,1
18,60.47,1
5,32.84,1
7,191.22,1
17,170.98,1
15,48.82,1
11,83.43,1
14,150.98,1
16,76.38,1
5,174.6,1
4,186.25,1
17,136.93,1
17,101.7,1
13,186.28,1
12,153.82,1
3,147.2,1
6,143.8,1
14,65.96,1
11,122.81,1
18,169.88,1
19,41.57,1
12,108.12,1
3,149.38,1
16,103.24,1
4,156.41,1
5,190.75,1
14,104.88,1
12,139.93,1
3,51.07,1
10,185.49,1
6,158.19,1
8,43.31,1
13,143.17,1
7,89.44,1
14,106.62,1
8,161.49,1
8,173.18,1
6,50.01,1
7,103.17,1
10,156.01,1
9,138.11,1
1,137.65,1
18,100.88,1
9,187.75,1
12,44.15,1
13,126.03,1
1,199.91,-1
2,122.17,1
4,195.97,1
19,111.04,1
9,39.24,1
9,172.42,1
16,168.69,1
18,128.49,1
11,39.15,1
3,77.2,1
14,48.91,1
9,25.35,1
1,155.68,1
18,121.95,1
9,29.59,1
12,63.67,1
12,124.83,1
3,124.93,1
5,58.96,1
8,194.0,1
10,41.46,1
14,170.21,1
6,175.89,1
7,155.83,1
6,37.61,1
8,174.54,1
4,86.19,1
9,113.37,1
19,97.11,1
18,65.99,1
5,167.75,1
9,119.98,1
5,167.02,1
12,138.27,1
2,157.09,1
16,143.73,1
3,160.28,1
1,65.8,1
1,134.34,1
9,103.84,1
18,155.62,1
1,124.07,1
13,39.23,1
18,158.98,1
11,69.21,1
15,190.85,1
3,144.05,1
4,30.11,1
11,131.64,1
16,26.16,1
11,33.07,1
11,33.16,1
19,99.71,1
5,33.87,1
16,136.35,1
10,112.5,1
6,120.14,1
7,154.03,1
6,125.76,1
14,54.36,1
8,144.84,1
14,174.33,1
15,182.34,1
7,123.95,1
2,48.66,1
19,40.36,1
13,175.29,1
5,186.07,1
15,197.2,1
8,76.35,1
18,28.19,1
2,102.97,1
15,181.4,1
7,117.89,1
7,154.17,1
11,46.96,1
17,64.16,1
15,114.05,1
9,88.32,1
16,76.3,1
18,91.6,1
18,181.23,1
11,188.93,1
19,47.54,1
2,180.79,1
1,57.85,1
10,194.33,1
19,177.62,1
14,133.51,1
1,143.26,1
4,95.05,1
5,155.5,1
8,132.18,1
19,31.76,-1
15,177.49,1
14,117.15,1
1,106.85,1
15,72.23,1
18,193.41,1
14,119.95,1
8,180.81,1
5,40.41,1
12,162.41,1
15,166.2,1
17,89.05,1
10,40.14,1
8,115.15,1
19,138.0,1
15,93.87,1
2,179.19,1
17,103.22,1
6,69.45,1
3,29.26,1
15,125.14,1
15,167.28,1
19,86.59,1
14,167.1,1
19,197.16,-1
19,146.0,1
19,172.82,1
2,152.78,1
13,39.63,1
4,145.06,1
12,138.04,1
6,146.03,1
16,169.64,1
14,117.94,1
5,162.32,1
7,141.59,1
11,79.23,1
12,83.64,1
1,168.64,1
13,88.81,1
7,151.22,1
9,194.06,1
4,106.45,1
15,94.4,1
11,123.05,1
16,29.73,1
14,50.32,1
2,138.32,1
16,191.31,1
1,129.96,1
4,94.31,1
13,102.04,1
3,91.23,1
14,27.79,1
13,82.52,1
1,119.1,1
15,190.17,1
9,146.31,1
5,78.65,1
4,92.14,1
1,113.98,1
11,81.86,1
13,83.41,1
17,40.5,1
15,113.21,1
11,40.59,1
2,144.07,1
9,94.32,1
10,184.51,1
7,168.72,1
14,181.0,1
15,170.98,1
12,164.92,1
6,151.39,1
14,143.38,1
14,35.46,1
9,108.57,1
4,192.71,1
17,23.38,1
15,50.31,1
1,198.44,-1
3,52.58,1
5,106.75,1
19,183.96,1
16,61.03,1
15,160.26,1
5,75.39,1
7,184.94,1
11,122.1,1
14,181.06,1
10,155.69,1
3,146.27,1
3,120.92,1
10,152.14,1
10,53.04,1
1,114.16,1
11,157.83,1
11,158.33,1
13,83.66,1
1,180.92,-1
17,108.16,1
2,121.39,1
9,141.17,1
10,147.79,1
8,71.55,1
7,122.74,1
9,191.1,1
10,124.02,1
9,26.76,1
19,187.98,-1
18,123.75,1
14,74.18,1
18,97.49,1
13,90.35,1
12,49.54,1
4,53.63,1
9,22.95,1
15,105.42,1
15,23.1,1
1,66.71,1
5,102.42,1
17,87.86,1
12,136.32,1
9,43.84,1
12,123.49,1
11,178.13,1
6,118.81,1
11,45.17,1
7,195.59,1
10,185.52,1
18,83.85,1
5,164.93,1
1,72.41,1
4,155.2,1
10,20.96,-1
8,141.24,1
14,54.56,1
3,195.18,-1
14,172.83,1
7,37.13,1
4,165.83,1
18,167.51,1
8,94.76,1
3,190.05,1
6,137.23,1
16,154.01,1
14,146.63,1
10,190.51,1
11,126.87,1
8,46.39,1
16,42.33,1
8,158.65,1
10,52.89,1
11,194.57,1
2,65.55,1
10,128.93,1
2,164.17,1
6,77.38,1
13,41.81,1
18,198.96,-1
15,30.5,1
6,63.69,1
19,188.48,-1
10,160.28,1
10,91.2,1
8,196.43,1
11,106.54,1
10,109.54,1
16,176.8,1
6,195.44,1
8,112.88,1
5,64.32,1
3,36.99,1
7,186.77,1
2,176.54,1
7,187.67,1
6,140.76,1
13,102.07,1
17,57.92,1
12,192.2,1
15,90.01,1
9,193.04,1
12,155.78,1
18,193.8,1
14,159.85,1
17,191.02,1
14,187.98,1
3,154.34,1
3,118.88,1
6,145.16,1
5,191.83,1
18,114.29,1
8,26.55,1
9,78.6,1
19,44.03,1
1,154.37,1
2,64.14,1
19,159.38,1
8,157.69,1
18,86.41,1
12,160.34,1
16,110.6,1
19,99.6,1
13,94.33,1
3,93.96,1
18,129.76,1
15,131.52,1
6,60.49,1
3,62.54,1
16,182.62,1
2,135.17,1
7,178.66,1
16,123.95,1
9,174.86,1
4,183.68,1
13,97.25,1
8,124.79,1
5,128.88,1
14,151.06,1
14,176.98,1
2,77.22,1
18,191.36,1
3,47.5,1
11,21.45,1
11,53.18,1
5,106.59,1
17,140.33,1
7,184.96,1
10,156.68,1
1,66.08,1
19,30.08,-1
12,111.62,1
1,186.85,-1
7,148.94,1
19,85.9,1
3,164.99,1
9,168.5,1
15,23.45,1
15,28.03,1
17,143.05,1
8,24.33,1
13,162.79,1
4,155.03,1
16,25.38,1
14,178.77,1
3,84.83,1
16,113.15,1
17,67.96,1
13,86.9,1
13,105.53,1
8,36.37,1
3,142.96,1
6,45.01,1
3,154.8,1
10,196.64,1
4,59.58,1
8,101.22,1
7,171.16,1
7,171.61,1
5,198.92,-1
3,47.25,1
4,44.56,1
2,180.98,1
14,183.65,1
19,108.22,1
11,38.19,1
17,190.76,1
16,115.25,1
10,84.76,1
1,24.98,-1
6,54.26,1
11,75.85,1
6,53.49,1
17,162.77,1
11,85.11,1
6,132.54,1
5,46.99,1
1,78.29,1
10,43.06,1
17,190.6,1
10,111.73,1
8,127.79,1
13,58.85,1
12,136.78,1
17,186.91,1
13,121.95,1
12,135.44,1
18,32.88,1
11,75.68,1
4,154.28,1
7,106.31,1
1,36.45,-1
8,159.55,1
10,39.97,1
13,49.04,1
18,186.08,1
5,118.0,1
12,191.71,1
19,81.32,1
4,29.58,1
9,160.92,1
7,167.29,1
14,195.41,1
9,20.39,-1
14,112.6,1
15,101.93,1
9,179.48,1
4,22.06,-1
19,110.77,1
19,86.49,1
13,52.21,1
5,119.48,1
16,134.15,1
4,127.42,1
14,178.8,1
12,35.68,1
11,161.45,1
12,111.62,1
6,148.85,1
16,175.08,1
14,124.01,1
8,138.94,1
9,91.35,1
2,161.13,1
11,52.69,1
6,157.97,1
6,121.04,1
19,125.84,1
10,155.9,1
18,45.76,1
6,185.2,1
5,134.5,1
8,36.73,1
5,133.35,1
5,40.04,1
9,157.44,1
16,126.74,1
5,135.02,1
10,115.08,1
16,33.56,1
7,151.22,1
9,151.58,1
5,114.8,1
6,99.88,1
19,108.59,1
1,143.96,1
7,32.75,1
17,69.75,1
11,80.06,1
5,23.19,1
14,111.89,1
13,177.46,1
11,100.89,1
16,104.73,1
4,196.12,1
10,83.01,1
15,72.07,1
5,94.21,1
4,63.39,1
14,129.03,1
5,116.35,1
8,132.44,1
17,37.9,1
11,37.48,1
1,43.86,1
13,20.83,1
6,121.38,1
17,37.77,1
1,115.34,1
18,21.98,-1
6,187.58,1
4,102.81,1
11,75.56,1
5,112.67,1
18,52.59,1
18,136.8,1
15,42.42,1
8,130.65,1
7,175.92,1
16,26.95,1
7,75.33,1
17,122.39,1
1,24.2,-1
5,189.84,1
13,158.12,1
18,176.86,1
19,61.15,1
16,139.55,1
4,107.75,1
7,120.88,1
6,123.93,1
16,41.02,1
4,94.91,1
17,139.77,1
4,54.39,1
3,168.17,1
5,143.17,1
9,46.34,1
19,99.44,1
13,145.76,1
18,185.79,1
4,95.97,1
17,199.36,-1
10,113.23,1
7,186.99,1
13,53.37,1
19,72.7,1
15,93.77,1
8,50.79,1
16,54.34,1
16,57.65,1
15,108.42,1
18,64.13,1
8,93.58,1
13,117.48,1
7,127.31,1
6,47.73,1
11,116.77,1
7,23.62,1
2,103.6,1
5,78.78,1
1,113.93,1
18,150.4,1
5,192.05,1
7,82.9,1
5,93.57,1
1,52.85,1
8,199.49,1
14,175.66,1
12,135.14,1
6,59.49,1
16,164.46,1
9,136.74,1
12,197.45,1
15,56.22,1
5,186.8,1
9,199.72,1
3,46.44,1
9,74.41,1
9,20.06,-1
9,102.55,1
18,89.9,1
17,66.44,1
9,176.68,1
13,144.23,1
2,170.56,1
3,47.33,1
5,155.38,1
14,66.59,1
16,81.16,1
1,92.05,1
14,164.74,1
13,22.2,1
4,54.7,1
10,188.72,1
9,91.46,1
2,190.98,-1
8,101.2,1
17,86.37,1
1,197.6,-1
3,94.44,1
3,132.44,1
14,92.98,1
5,165.57,1
4,74.01,1
17,82.59,1
12,43.14,1
19,106.98,1
13,178.74,1
16,175.0,1
8,181.36,1
16,53.22,1
7,166.08,1
11,43.55,1
19,114.53,1
15,136.54,1
7,103.14,1
4,62.76,1
2,97.26,1
2,48.37,1
19,32.57,-1
7,174.02,1
16,195.65,1
14,175.08,1
16,73.88,1
4,73.95,1
15,55.36,1
12,75.48,1
2,54.28,1
6,195.07,1
17,87.83,1
11,179.94,1
7,141.09,1
16,193.14,1
9,34.51,1
5,199.5,-1
11,60.6,1
17,42.53,1
5,110.3,1
15,185.03,1
5,163.15,1
3,160.58,1
5,64.99,1
18,22.23,-1
17,172.64,1
8,142.27,1
8,71.44,1
8,194.14,1
6,183.12,1
3,132.17,1
1,137.54,1
18,158.45,1
8,46.47,1
9,65.88,1
8,33.59,1
1,61.32,1
19,100.77,1
19,170.66,1
14,74.06,1
4,34.12,1
3,98.06,1
19,50.75,1
15,52.11,1
19,107.09,1
5,107.86,1
11,183.91,1
12,154.48,1
13,166.69,1
1,42.38,1
3,153.65,1
6,110.77,1
3,163.46,1
8,87.57,1
16,163.57,1
18,155.89,1
13,117.07,1
2,128.42,1
18,127.49,1
14,86.35,1
1,93.69,1
14,39.56,1
18,179.92,1
5,103.25,1
17,22.28,1
2,135.23,1
5,178.29,1
2,143.16,1
10,57.72,1
4,42.96,1
5,133.39,1
5,92.28,1
14,122.85,1
12,130.43,1
10,36.39,1
12,110.73,1
13,52.33,1
9,24.09,1
2,111.5,1
6,93.28,1
6,25.86,1
19,133.95,1
12,103.39,1
18,168.06,1
16,41.13,1
2,102.88,1
17,165.25,1
18,194.79,-1
6,41.09,1
19,136.11,1
19,88.29,1
9,86.57,1
1,125.05,1
15,124.68,1
4,80.73,1
16,81.27,1
19,112.89,1
13,48.33,1
18,58.1,1
19,32.6,-1
1,62.24,1
3,116.93,1
17,85.9,1
15,29.5,1
18,141.59,1
12,67.58,1
4,85.19,1
16,126.12,1
16,26.14,1
11,119.78,1
10,22.86,1
15,171.61,1
8,197.18,1
3,190.66,1
11,53.94,1
19,88.82,1
7,63.27,1
6,154.22,1
14,29.7,1
10,49.99,1
12,31.41,1
4,86.07,1
19,129.18,1
18,129.58,1
4,153.19,1
17,25.63,1
17,161.47,1
9,94.49,1
9,154.44,1
12,129.37,1
4,154.16,1
16,171.07,1
3,163.83,1
2,79.13,1
9,169.43,1
6,198.21,1
13,92.55,1
16,103.91,1
18,102.7,1
10,113.8,1
6,191.06,1
2,167.63,1
7,93.45,1
13,41.81,1
4,116.19,1
6,157.64,1
12,161.77,1
10,44.27,1
3,71.43,1
1,187.58,-1
1,59.6,1
2,185.22,1
2,114.18,1
15,22.76,1
11,37.73,1
10,193.71,1
17,188.67,1
7,75.39,1
6,103.65,1
3,174.6,1
19,145.16,1
18,66.17,1
19,85.16,1
1,68.71,1
1,36.44,-1
5,123.62,1
5,76.97,1
9,135.41,1
18,36.54,1
11,92.45,1
17,75.61,1
2,77.24,1
19,93.73,1
7,146.83,1
10,94.13,1
5,78.66,1
7,131.55,1
17,155.19,1
7,121.92,1
8,197.66,1
15,29.55,1
7,31.19,1
14,113.29,1
13,166.67,1
9,154.59,1
10,137.6,1
19,145.16,1
2,62.43,1
3,34.35,1
14,142.08,1
13,44.92,1
2,192.84,-1
16,179.33,1
3,54.76,1
8,66.09,1
11,104.75,1
2,52.19,1
10,177.84,1
5,134.59,1
2,111.0,1
10,105.53,1
4,137.2,1
10,28.0,1
3,73.47,1
5,162.71,1
10,41.31,1
6,74.08,1
16,105.65,1
3,177.66,1
4,73.88,1
1,160.91,1
1,186.35,-1
14,69.24,1
17,171.91,1
3,95.1,1
4,103.98,1
17,180.44,1
18,74.95,1
15,73.94,1
16,86.17,1
2,151.39,1
7,195.51,1
3,158.16,1
12,158.89,1
9,195.68,1
16,103.12,1
17,35.16,1
5,111.23,1
7,128.73,1
15,191.1,1
3,109.75,1
13,169.25,1
2,20.9,-1
10,148.55,1
8,156.06,1
18,23.08,-1
12,124.59,1
12,71.44,1
1,68.64,1
2,84.61,1
6,100.51,1
3,79.4,1
1,155.72,1
6,116.21,1
19,166.1,1
9,76.96,1
3,96.67,1
11,23.24,1
8,174.39,1
11,74.92,1
6,177.98,1
7,25.37,1
15,118.92,1
4,183.17,1
3,164.32,1
14,77.06,1
19,44.81,1
14,140.58,1
6,70.72,1
18,43.27,1
16,186.6,1
18,170.77,1
18,42.36,1
9,135.74,1
15,122.5,1
19,66.21,1
16,70.86,1
14,30.07,1
16,149.93,1
3,180.28,1
9,186.05,1
1,37.86,-1
7,27.85,1
3,170.38,1
2,89.58,1
16,82.29,1
11,166.82,1
14,159.61,1
1,39.11,-1
8,155.54,1
13,81.12,1
6,109.73,1
12,25.36,1
11,32.2,1
3,83.68,1
6,46.27,1
2,97.1,1
7,170.41,1
15,71.1,1
18,65.57,1
11,93.75,1
16,166.54,1
7,147.73,1
18,186.09,1
16,55.74,1
7,83.59,1
9,172.07,1
15,175.22,1
19,109.28,1
6,60.66,1
9,27.69,1
16,137.88,1
16,49.88,1
4,54.27,1
19,37.84,-1
12,81.14,1
17,20.32,-1
4,147.84,1
16,182.79,1
3,106.45,1
16,81.0,1
19,80.51,1
8,172.59,1
1,57.68,1
9,162.98,1
10,111.49,1
17,123.4,1
8,148.83,1
18,31.68,1
13,32.3,1
14,25.26,1
7,192.41,1
17,63.26,1
13,40.73,1
8,53.48,1
14,193.85,1
13,165.96,1
8,48.13,1
7,50.85,1
5,117.4,1
8,22.04,1
11,109.52,1
10,108.02,1
14,83.65,1
4,142.87,1
15,133.31,1
9,197.75,1
17,117.76,1
17,195.6,-1
2,98.67,1
10,125.4,1
13,116.22,1
13,55.69,1
6,75.91,1
16,163.39,1
7,66.84,1
16,76.88,1
2,39.93,1
18,196.06,-1
4,123.96,1
2,117.08,1
16,20.74,1
12,30.94,1
6,27.51,1
2,188.18,1
19,71.9,1
16,62.29,1
8,59.19,1
17,156.07,1
12,143.19,1
5,151.93,1
8,137.79,1
3,38.32,1
2,104.62,1
5,85.25,1
6,112.76,1
10,198.87,1
18,113.8,1
18,177.6,1
5,126.66,1
15,94.35,1
2,178.84,1
6,109.23,1
5,85.58,1
8,20.18,-1
17,33.25,1
5,70.6,1
8,30.06,1
4,136.02,1
17,85.32,1
17,132.79,1
1,47.72,1
15,63.59,1
4,186.35,1
4,102.34,1
19,195.1,-1
16,105.39,1
